collected_timestamp,date,symbol,open,high,low,close,volume,source
2026-05-20 16:10:47.786514,2026-05-20,SPY,735.7100219726562,739.5,733.8983154296875,738.8400268554688,13353833.0,YahooFinance
2026-05-20 16:10:47.905439,2026-05-20,QQQ,705.3200073242188,710.3400268554688,703.7899780273438,709.7899780273438,12691064.0,YahooFinance
2026-05-20 16:10:48.023040,2026-05-20,DIA,495.8699951171875,497.69000244140625,492.5,497.1099853515625,2057998.0,YahooFinance
2026-05-20 16:10:48.153988,2026-05-20,IWM,274.9100036621094,278.6900939941406,273.4100036621094,278.06988525390625,10844238.0,YahooFinance
2026-05-20 16:10:48.228047,2026-05-20,^FTSE,10330.7001953125,10403.33984375,10279.0703125,10403.2001953125,0.0,YahooFinance
2026-05-20 16:10:48.306545,2026-05-20,^GSPC,7369.18994140625,7413.52001953125,7357.4599609375,7407.66015625,872659827.0,YahooFinance
2026-05-20 16:10:48.383840,2026-05-20,^IXIC,25991.5078125,26176.119140625,25928.330078125,26151.1640625,3732582000.0,YahooFinance
2026-05-20 16:10:48.455467,2026-05-20,^VIX,18.170000076293945,18.18000030517578,17.59000015258789,17.75,0.0,YahooFinance
2026-05-20 16:10:48.516522,2026-05-20,^VXN,24.209999084472656,24.670000076293945,24.06999969482422,24.469999313354492,0.0,YahooFinance
2026-05-20 16:10:48.581762,2026-05-20,GBPUSD=X,1.339979648590088,1.3439414501190186,1.3375779390335083,1.3421558141708374,0.0,YahooFinance
2026-05-20 16:10:48.644402,2026-05-20,DX-Y.NYB,99.27100372314453,99.47200012207031,99.1240005493164,99.14700317382812,0.0,YahooFinance
2026-05-20 16:10:48.715363,2026-05-20,GC=F,4486.60009765625,4540.5,4455.0,4536.39990234375,110835.0,YahooFinance
2026-05-20 16:10:48.777781,2026-05-20,SI=F,74.08000183105469,76.99500274658203,73.38999938964844,76.5199966430664,25999.0,YahooFinance
2026-05-20 16:10:48.830592,2026-05-20,CL=F,104.12000274658203,104.44999694824219,99.44999694824219,100.37999725341797,154716.0,YahooFinance
2026-05-20 16:10:48.921933,2026-05-20,SMH,552.75,562.989990234375,551.6500244140625,561.2750244140625,2966433.0,YahooFinance
2026-05-20 16:10:49.012328,2026-05-20,SOXX,507.7300109863281,517.3400268554688,506.55999755859375,515.8400268554688,3186421.0,YahooFinance
2026-05-20 16:10:49.108666,2026-05-20,NVDA,223.10000610351562,225.3000030517578,220.4949951171875,225.02999877929688,54438129.0,YahooFinance
2026-05-20 16:10:49.192689,2026-05-20,TSM,397.0,403.04998779296875,395.9700012207031,402.3800048828125,4316899.0,YahooFinance
2026-05-20 16:10:49.247776,2026-05-20,^TNX,4.64300012588501,4.658999919891357,4.60699987411499,4.60699987411499,0.0,YahooFinance
